Fiscal-year_Exercice-financier,AO_ID,DFRP-property-No_No-bien-immobilier-RBIF,DFRP-structure-No_No-structure-RBIF,Property-name_Nom-du-bien-ENG,Property-name_Nom-du-bien-FRA,Structure-name_Nom-du-structure-ENG,Structure-name_Nom-du-structure-FRA,Structure-address_Adresse-du-structure-ENG,Structure-address_Adresse-du-structure-FRA,City-Ville,Province-Code_Code-de-province,Province-territory_Province-territoire-ENG,Province-territory_Province-territoire-FRA,Postal-code_Code-postal,Structure-condition_condition-de-la-structure-ENG,Structure-condition_condition-de-la-structure-FRA,Property-condition_condition-du-bien-ENG,Property-condition_condition-du-bien-FRA,Heritage-designation-type_Type-de-désignation,Heritage-designation_Désignation-ENG,Heritage-designation_Désignation-FRA,Interest-Type_Type-de-propriété-ENG,Interest-Type_Type-de-propriété-FRA
2023-2024,P400512-102-40000861,10577,010577,"RCMP Headquarters Site","Site Administration centrale de la GRC","Nicholson Building RCMP HQ","Édifice Nicholson - Administration centrale de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400512-103-40000963,10577,104028,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - Central Heating Plant RCMP","Édifice GC - Chaufferie de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400512-103-40000963,10577,104028,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - Central Heating Plant RCMP","Édifice GC - Chaufferie de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Unknown,Inconnue,Unknown,Inconnue,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400512-103-40000963,10577,104028,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - Central Heating Plant RCMP","Édifice GC - Chaufferie de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Unknown,Inconnue,Unknown,Inconnue,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400512-103-40000963,10577,104028,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - Central Heating Plant RCMP","Édifice GC - Chaufferie de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400512-103-40000963,10577,104028,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - Central Heating Plant RCMP","Édifice GC - Chaufferie de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P400512-104-40001212,10577,104029,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - National Police Service","Édifice GC - Service national de police","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400512-104-40001212,10577,104029,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - National Police Service","Édifice GC - Service national de police","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400512-104-40001212,10577,104029,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - National Police Service","Édifice GC - Service national de police","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Critical,Critique,Critical,Critique,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400512-104-40001212,10577,104029,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - National Police Service","Édifice GC - Service national de police","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400512-104-40001212,10577,104029,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - National Police Service","Édifice GC - Service national de police","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P400512-105-40001213,10577,104030,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - RCMP Guardhouse","Édifice GC - Poste de garde de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P400512-105-40001213,10577,104030,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - RCMP Guardhouse","Édifice GC - Poste de garde de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Unknown,Inconnue,Unknown,Inconnue,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2021-2022,P400512-105-40001213,10577,104030,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - RCMP Guardhouse","Édifice GC - Poste de garde de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Unknown,Inconnue,Unknown,Inconnue,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2022-2023,P400512-105-40001213,10577,104030,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - RCMP Guardhouse","Édifice GC - Poste de garde de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2023-2024,P400512-105-40001213,10577,104030,"RCMP Headquarters Site","Site Administration centrale de la GRC","GC Building - RCMP Guardhouse","Édifice GC - Poste de garde de la GRC","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P400512-106-40001216,10577,104031,"RCMP Headquarters Site","Site Administration centrale de la GRC","Canadian Police Information Centre","Centre d'information de la police canadienne","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2020-2021,P400512-106-40001216,10577,104031,"RCMP Headquarters Site","Site Administration centrale de la GRC","Canadian Police Information Centre","Centre d'information de la police canadienne","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2021-2022,P400512-106-40001216,10577,104031,"RCMP Headquarters Site","Site Administration centrale de la GRC","Canadian Police Information Centre","Centre d'information de la police canadienne","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2022-2023,P400512-106-40001216,10577,104031,"RCMP Headquarters Site","Site Administration centrale de la GRC","Canadian Police Information Centre","Centre d'information de la police canadienne","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2023-2024,P400512-106-40001216,10577,104031,"RCMP Headquarters Site","Site Administration centrale de la GRC","Canadian Police Information Centre","Centre d'information de la police canadienne","1200 Vanier Parkway","1200, promenade Vanier",Ottawa,ON,Ontario,Ontario,"K1A 0R2",Poor,"Piètre qualité",Poor,"Piètre qualité",400,Pending,"En attente",Crown-owned,"Propriété de l'État"
2019-2020,P400522-101-40000872,57722,057722,"Graham Spry Site","Site Graham Spry","Graham Spry Building","Édifice Graham Spry","250 Lanark Avenue","250, avenue Lanark",Ottawa,ON,Ontario,Ontario,"K1Z 6R5",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2020-2021,P400522-101-40000872,57722,057722,"Graham Spry Site","Site Graham Spry","Graham Spry Building","Édifice Graham Spry","250 Lanark Avenue","250, avenue Lanark",Ottawa,ON,Ontario,Ontario,"K1Z 6R5",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2021-2022,P400522-101-40000872,57722,057722,"Graham Spry Site","Site Graham Spry","Graham Spry Building","Édifice Graham Spry","250 Lanark Avenue","250, avenue Lanark",Ottawa,ON,Ontario,Ontario,"K1Z 6R5",Fair,Passable,Fair,Passable,500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2022-2023,P400522-101-40000872,57722,057722,"Graham Spry Site","Site Graham Spry","Graham Spry Building","Édifice Graham Spry","250 Lanark Avenue","250, avenue Lanark",Ottawa,ON,Ontario,Ontario,"K1Z 6R5",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2023-2024,P400522-101-40000872,57722,057722,"Graham Spry Site","Site Graham Spry","Graham Spry Building","Édifice Graham Spry","250 Lanark Avenue","250, avenue Lanark",Ottawa,ON,Ontario,Ontario,"K1Z 6R5",Poor,"Piètre qualité",Poor,"Piètre qualité",500,"Not designated","Non désigné",Crown-owned,"Propriété de l'État"
2019-2020,P400601-101-40000956,08835,008835,"National Library & Public Archives Site","Site Bibliothèque nationale et Archives publiques","National Library and Archives Canada Building","Édifice de Bibliothèque et Archives Canada","395 Wellington Street","395, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1A 0N3",Good,Bonne,Good,Bonne,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2020-2021,P400601-101-40000956,08835,008835,"National Library & Public Archives Site","Site Bibliothèque nationale et Archives publiques","National Library and Archives Canada Building","Édifice de Bibliothèque et Archives Canada","395 Wellington Street","395, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1A 0N3",Fair,Passable,Fair,Passable,200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2021-2022,P400601-101-40000956,08835,008835,"National Library & Public Archives Site","Site Bibliothèque nationale et Archives publiques","National Library and Archives Canada Building","Édifice de Bibliothèque et Archives Canada","395 Wellington Street","395, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1A 0N3",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2022-2023,P400601-101-40000956,08835,008835,"National Library & Public Archives Site","Site Bibliothèque nationale et Archives publiques","National Library and Archives Canada Building","Édifice de Bibliothèque et Archives Canada","395 Wellington Street","395, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1A 0N3",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2023-2024,P400601-101-40000956,08835,008835,"National Library & Public Archives Site","Site Bibliothèque nationale et Archives publiques","National Library and Archives Canada Building","Édifice de Bibliothèque et Archives Canada","395 Wellington Street","395, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1A 0N3",Poor,"Piètre qualité",Poor,"Piètre qualité",200,"Heritage Property",Classé,Crown-owned,"Propriété de l'État"
2019-2020,P400604-101-40000933,08649,008649,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Annex","Édifice Sir-Leonard-Tilley - Annexe","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Poor,"Piètre qualité",Poor,"Piètre qualité",100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2020-2021,P400604-101-40000933,08649,008649,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Annex","Édifice Sir-Leonard-Tilley - Annexe","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2021-2022,P400604-101-40000933,08649,008649,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Annex","Édifice Sir-Leonard-Tilley - Annexe","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Poor,"Piètre qualité",Poor,"Piètre qualité",100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2022-2023,P400604-101-40000933,08649,008649,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Annex","Édifice Sir-Leonard-Tilley - Annexe","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2023-2024,P400604-101-40000933,08649,008649,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Annex","Édifice Sir-Leonard-Tilley - Annexe","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Good,Bonne,Good,Bonne,100,"Not applicable","N'est pas applicable",Crown-owned,"Propriété de l'État"
2019-2020,P400604-102-40000965,08649,103767,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Building","Édifice Sir-Leonard-Tilley","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400604-102-40000965,08649,103767,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Building","Édifice Sir-Leonard-Tilley","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Unknown,Inconnue,Unknown,Inconnue,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400604-102-40000965,08649,103767,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Building","Édifice Sir-Leonard-Tilley","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400604-102-40000965,08649,103767,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Building","Édifice Sir-Leonard-Tilley","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Unknown,Inconnue,Unknown,Inconnue,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400604-102-40000965,08649,103767,"Sir Leonard Tilley Site","Site Sir-Leonard-Tilley","Sir Leonard Tilley Building","Édifice Sir-Leonard-Tilley","719 Heron Road","719, chemin Heron",Ottawa,ON,Ontario,Ontario,"K1G 3Z4",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400680-101-40000564,08895,008895,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Victoria Building","Édifice Victoria","140 Wellington Street","140, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5A2",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400680-101-40000564,08895,008895,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Victoria Building","Édifice Victoria","140 Wellington Street","140, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5A2",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400680-101-40000564,08895,008895,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Victoria Building","Édifice Victoria","140 Wellington Street","140, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5A2",Unknown,Inconnue,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400680-101-40000564,08895,008895,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Victoria Building","Édifice Victoria","140 Wellington Street","140, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5A2",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400680-101-40000564,08895,008895,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Victoria Building","Édifice Victoria","140 Wellington Street","140, rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5A2",Poor,"Piètre qualité",Poor,"Piètre qualité",300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2019-2020,P400680-102-40000821,08895,103852,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Old United States Embassy Annex - Union E","Annexe à l'ancienne ambassade des États-Unis - Union E","128 Wellington Street","128 rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T1",Good,Bonne,Good,Bonne,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2020-2021,P400680-102-40000821,08895,103852,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Old United States Embassy Annex - Union E","Annexe à l'ancienne ambassade des États-Unis - Union E","128 Wellington Street","128 rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T1",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2021-2022,P400680-102-40000821,08895,103852,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Old United States Embassy Annex - Union E","Annexe à l'ancienne ambassade des États-Unis - Union E","128 Wellington Street","128 rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T1",Unknown,Inconnue,Unknown,Inconnue,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2022-2023,P400680-102-40000821,08895,103852,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Old United States Embassy","Ancienne ambassade des États-Unis","128 Wellington Street","128 rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T1",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
2023-2024,P400680-102-40000821,08895,103852,"Embassy Block Site (Block 2)","Site Bloc de l'Ambassade (Bloc 2)","Old United States Embassy","Ancienne ambassade des États-Unis","128 Wellington Street","128 rue Wellington",Ottawa,ON,Ontario,Ontario,"K1P 5T1",Critical,Critique,Critical,Critique,300,Recognized,Reconnu,Crown-owned,"Propriété de l'État"
